Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route
27.09.2011,22.12.2010,NL,P6693,Lightweight Parka,VO,C62263,499.87,INR,88,R48
12.03.2010,28.09.2010,RU,P4890,Winter Parka,VO,C43443,101.1,EUR,64,R19
27.09.2009,29.03.2010,NL,P1704,Lightweight Parka,RO,C42992,36.08,EUR,60,R11
29.11.2009,04.02.2009,FI,P3543,Lightweight Parka,RO,C25754,418.23,INR,47,R19
30.12.2011,10.12.2010,PL,P6352,Lightweight Parka,RO,C26397,750.55,JPY,13,R48
23.06.2011,05.03.2010,FR,P8433,Waterproof Parka,VO,C55108,538.92,JPY,88,R10
12.02.2010,01.06.2010,ES,P3560,Lightweight Parka,VO,C35480,668.16,EUR,84,R27
02.01.2009,21.08.2011,DE,P4549,Lightweight Parka,VO,C57603,675.86,EUR,48,R29
18.03.2011,21.03.2009,RU,P8279,Heavy-Duty Parka,VO,C38803,62.54,EUR,64,R41
12.09.2011,07.06.2011,IT,P6521,Winter Parka,RO,C86685,477.93,INR,56,R2
01.06.2010,10.02.2010,FR,P2472,Lightweight Parka,RO,C72034,489.06,EUR,81,R38
12.10.2010,22.08.2009,IT,P5465,Winter Parka,VO,C57368,801.13,USD,83,R27
01.08.2011,18.09.2009,FI,P5468,Lightweight Parka,RO,C39937,816.89,USD,18,R41
26.03.2010,22.11.2011,PL,P4534,Winter Parka,VO,C38400,997.36,CNY,86,R5
10.01.2010,20.05.2010,FR,P6779,Waterproof Parka,VO,C41113,297.65,EUR,87,R8
19.08.2009,22.11.2011,PL,P9946,Winter Parka,RO,C82227,181.48,JPY,93,R1
03.03.2010,09.11.2011,RU,P3458,Waterproof Parka,VO,C34820,862.41,INR,22,R5
25.09.2011,29.11.2010,IT,P8832,Winter Parka,RO,C44511,715.16,USD,7,R16
14.11.2010,24.12.2011,SE,P4701,Waterproof Parka,RO,C62633,559.57,INR,48,R15
11.06.2010,03.10.2010,RU,P8022,Winter Parka,RO,C87621,572.61,EUR,48,R16
12.12.2009,09.01.2010,RU,P6999,Waterproof Parka,RO,C96229,546.03,INR,52,R10
18.01.2010,13.09.2011,ES,P4351,Winter Parka,RO,C39618,211.67,EUR,85,R7
16.08.2009,02.02.2010,RU,P2971,Heavy-Duty Parka,VO,C60474,60.98,USD,53,R13
08.01.2011,23.04.2009,ES,P6298,Lightweight Parka,VO,C73530,515.58,INR,44,R4
30.08.2010,08.01.2009,FR,P2805,Heavy-Duty Parka,RO,C93677,624.82,EUR,9,R20
18.09.2009,05.02.2010,IT,P8870,Winter Parka,RO,C17076,292.63,CNY,8,R44
10.11.2011,22.05.2010,IT,P2476,Waterproof Parka,VO,C73466,358.9,INR,46,R26
13.02.2010,15.08.2011,IT,P4557,Waterproof Parka,VO,C15195,620.4,JPY,50,R42
29.06.2011,26.10.2011,PL,P1419,Heavy-Duty Parka,RO,C80574,341.17,USD,40,R27
08.12.2011,24.05.2010,RU,P3927,Heavy-Duty Parka,VO,C50085,627.31,CNY,66,R35
04.08.2010,07.03.2009,NL,P6511,Winter Parka,VO,C15180,357.34,EUR,81,R49
11.09.2009,28.05.2011,NO,P3744,Heavy-Duty Parka,VO,C75124,878.1,JPY,22,R34
22.04.2010,11.12.2010,RU,P9310,Lightweight Parka,RO,C80290,715.39,JPY,2,R11
10.10.2011,12.06.2011,NL,P4928,Waterproof Parka,VO,C90905,177.2,JPY,62,R31
01.11.2011,25.09.2009,PL,P4786,Waterproof Parka,RO,C68768,553.7,INR,96,R6
11.08.2009,08.02.2010,ES,P5419,Waterproof Parka,VO,C19616,534.96,INR,45,R4
25.03.2011,27.08.2010,SE,P1604,Waterproof Parka,RO,C28704,674.05,USD,41,R37
06.06.2009,27.07.2009,FR,P6591,Waterproof Parka,VO,C91572,907.96,EUR,7,R25
21.08.2011,13.11.2009,IT,P6740,Lightweight Parka,RO,C23975,464.68,EUR,85,R3
28.01.2010,18.11.2011,NO,P3824,Waterproof Parka,RO,C88471,677.0,USD,68,R7
30.08.2011,28.02.2010,FI,P5974,Winter Parka,VO,C34189,898.35,JPY,68,R9
25.11.2011,25.10.2010,FR,P8826,Winter Parka,VO,C31959,486.37,EUR,34,R21
01.06.2009,11.08.2010,FI,P2763,Heavy-Duty Parka,VO,C58540,21.15,JPY,63,R39
26.04.2011,30.10.2009,FI,P6210,Heavy-Duty Parka,RO,C22797,808.32,USD,86,R34
24.01.2011,10.03.2009,NL,P4830,Waterproof Parka,RO,C74030,879.12,INR,19,R19
27.05.2009,12.01.2009,DE,P8359,Winter Parka,RO,C32430,974.58,INR,95,R45
25.09.2010,30.11.2009,PL,P7974,Heavy-Duty Parka,RO,C38120,718.73,INR,87,R47
16.02.2011,14.06.2010,PL,P9084,Waterproof Parka,VO,C74719,15.28,USD,46,R35
22.12.2011,16.04.2009,FR,P4063,Winter Parka,VO,C36840,930.51,CNY,52,R36
15.01.2010,11.10.2009,NL,P1289,Winter Parka,VO,C69259,154.2,INR,11,R24
11.11.2011,08.08.2009,ES,P2009,Heavy-Duty Parka,RO,C15522,632.74,JPY,23,R44
12.11.2011,24.12.2011,SE,P6647,Lightweight Parka,RO,C11667,105.12,JPY,31,R8
14.11.2011,13.04.2010,SE,P5039,Lightweight Parka,VO,C51745,94.78,USD,67,R35
06.03.2011,24.10.2009,FI,P5675,Winter Parka,VO,C90451,929.3,INR,93,R10
20.03.2010,25.08.2011,SE,P9321,Heavy-Duty Parka,VO,C49436,287.82,USD,34,R42
24.11.2009,04.07.2010,FR,P7098,Winter Parka,RO,C31541,904.18,JPY,72,R41
24.04.2009,29.05.2011,NL,P1489,Heavy-Duty Parka,RO,C64512,641.17,JPY,14,R15
03.01.2011,09.12.2011,IT,P8296,Lightweight Parka,RO,C29066,340.12,EUR,84,R8
19.08.2010,04.07.2010,FI,P8317,Waterproof Parka,VO,C35018,312.96,USD,31,R32
02.01.2009,18.04.2011,SE,P4287,Heavy-Duty Parka,VO,C30745,699.76,EUR,88,R20
12.03.2011,24.04.2010,FR,P3675,Waterproof Parka,RO,C77467,681.97,EUR,29,R33
22.04.2011,08.04.2011,PL,P1780,Winter Parka,RO,C65760,334.94,INR,1,R22
08.02.2009,25.03.2009,NL,P5352,Waterproof Parka,RO,C54592,327.25,CNY,63,R24
27.05.2010,04.10.2011,NO,P5100,Waterproof Parka,RO,C99088,193.89,INR,52,R13
02.03.2011,10.03.2010,FI,P6447,Lightweight Parka,RO,C18641,821.98,CNY,20,R34
15.05.2011,19.08.2009,SE,P8263,Heavy-Duty Parka,RO,C40635,598.54,JPY,87,R40
28.02.2011,29.01.2009,PL,P8582,Lightweight Parka,VO,C42707,151.71,USD,26,R14
09.04.2010,07.06.2009,FI,P6163,Winter Parka,VO,C81175,720.71,JPY,93,R2
12.04.2010,13.09.2010,NL,P4182,Winter Parka,VO,C96606,734.09,JPY,60,R10
30.07.2010,28.09.2009,ES,P2680,Heavy-Duty Parka,RO,C93422,643.84,INR,24,R25
16.05.2011,14.06.2009,SE,P4935,Heavy-Duty Parka,VO,C56031,370.81,EUR,32,R19
13.12.2009,10.04.2009,ES,P7043,Waterproof Parka,VO,C24736,362.66,CNY,28,R33
11.11.2011,16.02.2011,IT,P7259,Winter Parka,VO,C25525,577.13,INR,10,R38
31.10.2009,16.07.2009,NL,P6317,Waterproof Parka,RO,C99812,223.82,USD,97,R5
09.08.2009,20.12.2009,SE,P9683,Winter Parka,RO,C83440,583.78,INR,70,R7
08.02.2009,24.08.2009,SE,P7793,Winter Parka,RO,C78418,491.87,JPY,60,R32
19.10.2011,10.07.2011,IT,P8104,Waterproof Parka,RO,C33585,973.1,JPY,61,R9
30.03.2010,24.03.2009,SE,P5965,Waterproof Parka,RO,C18700,653.1,USD,15,R10
14.03.2011,15.01.2011,IT,P9771,Lightweight Parka,RO,C39895,790.11,EUR,8,R42
13.02.2009,05.02.2010,NO,P4063,Heavy-Duty Parka,VO,C98943,129.45,CNY,59,R41
06.07.2010,28.01.2010,FR,P6207,Lightweight Parka,RO,C68599,231.0,USD,54,R19
06.08.2009,09.04.2010,NL,P6654,Lightweight Parka,RO,C64565,510.31,USD,28,R2
04.09.2011,17.05.2009,NO,P3767,Winter Parka,VO,C88784,708.58,CNY,83,R2
27.06.2010,07.03.2010,FR,P9129,Waterproof Parka,VO,C78027,395.23,JPY,61,R23
18.11.2011,21.11.2009,FR,P5242,Waterproof Parka,RO,C45117,620.78,USD,96,R33
20.12.2010,22.03.2011,SE,P7731,Lightweight Parka,RO,C41815,598.03,EUR,73,R40
22.01.2011,18.06.2009,PL,P7527,Lightweight Parka,VO,C94015,962.05,EUR,61,R11
31.10.2011,16.07.2010,SE,P3473,Lightweight Parka,VO,C72905,277.29,JPY,82,R8
03.11.2009,06.12.2009,SE,P3456,Waterproof Parka,VO,C35825,555.52,CNY,71,R28
23.12.2010,04.11.2009,DE,P8172,Lightweight Parka,RO,C52561,551.94,USD,54,R29
27.05.2010,13.11.2010,DE,P2528,Heavy-Duty Parka,VO,C44475,468.69,INR,72,R33
30.12.2011,05.12.2009,RU,P8869,Lightweight Parka,VO,C86158,829.69,JPY,51,R37
20.12.2011,07.07.2010,IT,P7843,Waterproof Parka,VO,C25306,400.3,EUR,24,R25
19.10.2009,01.06.2010,FR,P4113,Heavy-Duty Parka,VO,C93455,332.09,EUR,15,R1
28.08.2011,05.08.2010,PL,P9789,Lightweight Parka,VO,C50415,124.82,JPY,51,R14
30.12.2011,03.04.2009,NL,P1388,Winter Parka,VO,C74414,258.66,JPY,92,R22
13.01.2011,19.07.2009,NL,P4112,Heavy-Duty Parka,RO,C58848,590.73,CNY,10,R45
20.02.2009,10.09.2011,SE,P4612,Heavy-Duty Parka,VO,C21253,941.25,EUR,34,R24
20.01.2011,29.06.2011,IT,P5037,Winter Parka,RO,C57779,683.1,EUR,57,R31
01.03.2011,15.09.2009,DE,P1935,Winter Parka,VO,C56916,798.23,INR,100,R24
04.01.2011,06.06.2011,PL,P3606,Lightweight Parka,RO,C26567,882.78,USD,11,R22
23.11.2010,14.04.2009,PL,P9916,Lightweight Parka,VO,C52515,462.33,USD,45,R2
21.10.2009,19.02.2011,FR,P2750,Waterproof Parka,VO,C87725,826.59,JPY,64,R4
13.11.2010,13.03.2009,ES,P9355,Heavy-Duty Parka,VO,C66402,687.16,INR,10,R11
25.05.2010,17.01.2011,NO,P3337,Winter Parka,VO,C60521,940.02,USD,58,R7
25.09.2010,10.08.2010,DE,P8224,Winter Parka,RO,C73949,569.37,CNY,27,R31
14.04.2009,17.03.2009,FR,P5249,Winter Parka,VO,C48287,596.98,INR,6,R17
06.04.2010,17.12.2010,SE,P1855,Lightweight Parka,RO,C95268,646.42,EUR,47,R47
30.04.2011,30.01.2010,RU,P4712,Waterproof Parka,VO,C43714,996.41,EUR,87,R2
17.10.2009,01.04.2009,ES,P1916,Waterproof Parka,VO,C46179,532.3,USD,78,R19
02.09.2010,15.08.2011,NL,P1186,Heavy-Duty Parka,RO,C25783,185.35,INR,90,R25
11.03.2011,01.12.2010,ES,P4901,Winter Parka,VO,C18740,984.05,INR,21,R28
01.05.2009,10.10.2009,NO,P6770,Lightweight Parka,VO,C97930,720.09,INR,55,R15
03.09.2009,21.08.2009,SE,P7247,Lightweight Parka,VO,C25934,657.34,EUR,1,R37
21.04.2011,18.07.2010,ES,P5902,Lightweight Parka,RO,C91824,444.34,INR,12,R6
25.08.2010,17.12.2011,PL,P8132,Winter Parka,RO,C25508,406.17,JPY,12,R4
29.07.2009,24.04.2009,DE,P5164,Heavy-Duty Parka,VO,C40659,402.98,USD,68,R42
29.05.2010,11.05.2010,FR,P2010,Heavy-Duty Parka,RO,C45820,939.84,EUR,48,R49
28.01.2009,26.08.2009,PL,P2265,Waterproof Parka,VO,C34591,476.3,INR,77,R30
22.01.2010,21.07.2009,FI,P3661,Winter Parka,RO,C87177,90.56,USD,82,R7
13.10.2011,18.05.2010,DE,P1830,Waterproof Parka,RO,C42418,435.32,JPY,73,R26
21.12.2010,29.05.2009,DE,P4993,Winter Parka,RO,C22298,984.58,CNY,18,R32
06.05.2009,02.08.2010,PL,P2602,Lightweight Parka,VO,C83607,129.14,EUR,12,R3
23.11.2010,07.06.2011,IT,P7760,Waterproof Parka,VO,C79619,582.92,JPY,20,R3
14.07.2011,26.12.2011,FI,P5599,Heavy-Duty Parka,RO,C25411,633.94,INR,39,R26
18.10.2010,29.09.2011,RU,P6466,Waterproof Parka,VO,C51965,484.78,JPY,87,R10
03.09.2009,15.09.2010,ES,P7932,Lightweight Parka,VO,C82124,111.04,CNY,69,R11
14.06.2009,17.09.2011,FR,P2345,Lightweight Parka,VO,C84380,69.01,INR,20,R19
24.05.2011,19.10.2009,RU,P1640,Waterproof Parka,VO,C27171,612.06,JPY,12,R36
21.07.2009,23.01.2011,FI,P7303,Lightweight Parka,RO,C37891,824.09,JPY,98,R32
05.12.2009,02.08.2010,DE,P5258,Winter Parka,RO,C75319,326.28,USD,77,R2
05.12.2009,03.07.2010,RU,P5948,Waterproof Parka,VO,C37118,231.32,INR,46,R33
25.07.2009,06.10.2010,ES,P1391,Waterproof Parka,VO,C73661,592.7,EUR,63,R38
03.02.2009,27.08.2009,NO,P8125,Winter Parka,RO,C10252,237.0,JPY,29,R44
26.07.2011,13.07.2011,PL,P2221,Lightweight Parka,RO,C57142,455.07,JPY,99,R36
11.03.2010,16.07.2009,NL,P5109,Winter Parka,VO,C65342,781.29,INR,72,R34
09.08.2009,16.08.2009,FR,P1869,Lightweight Parka,RO,C50786,566.28,EUR,30,R45
15.01.2009,13.03.2011,PL,P8082,Winter Parka,VO,C21202,396.53,CNY,68,R28
07.11.2010,10.04.2010,IT,P3490,Waterproof Parka,RO,C65273,237.68,USD,53,R47
05.06.2009,02.10.2009,PL,P8386,Waterproof Parka,RO,C57706,856.12,CNY,26,R39
20.12.2011,30.07.2009,IT,P6739,Lightweight Parka,RO,C23666,912.21,JPY,59,R39
06.11.2009,25.06.2010,IT,P6982,Winter Parka,RO,C72342,579.81,EUR,96,R43
25.03.2010,02.11.2011,PL,P7891,Waterproof Parka,RO,C96647,993.24,USD,24,R20
11.08.2010,02.11.2009,SE,P8468,Winter Parka,VO,C19726,720.39,CNY,76,R21
04.11.2011,10.02.2011,SE,P6462,Winter Parka,RO,C48308,440.88,JPY,42,R35
24.02.2011,17.11.2011,PL,P9704,Winter Parka,RO,C98302,816.56,INR,11,R26
22.02.2009,29.12.2010,SE,P3458,Lightweight Parka,VO,C84614,625.46,JPY,35,R43
29.01.2011,22.05.2009,IT,P5626,Heavy-Duty Parka,RO,C11666,684.48,EUR,75,R18
09.08.2011,29.03.2010,SE,P8168,Lightweight Parka,VO,C62844,716.49,USD,56,R32
05.11.2011,03.03.2011,SE,P8468,Heavy-Duty Parka,RO,C75406,840.13,INR,84,R7
30.06.2011,11.10.2010,FI,P8623,Lightweight Parka,RO,C19915,797.67,CNY,86,R34
16.06.2010,01.06.2009,FI,P4362,Winter Parka,RO,C13104,468.19,JPY,99,R17
08.01.2011,02.07.2011,DE,P6149,Winter Parka,RO,C78752,376.42,EUR,22,R1
25.05.2009,27.03.2011,IT,P5921,Waterproof Parka,VO,C57929,95.88,EUR,26,R29
17.09.2011,09.02.2011,NL,P8328,Waterproof Parka,VO,C11460,109.36,USD,26,R34
24.01.2011,31.12.2011,SE,P8904,Lightweight Parka,RO,C42056,740.89,USD,50,R5
17.05.2009,06.12.2011,SE,P5204,Winter Parka,RO,C67602,524.82,EUR,84,R11
05.07.2009,16.10.2011,RU,P6732,Lightweight Parka,VO,C20541,450.03,USD,97,R17
03.10.2010,15.05.2011,ES,P5376,Winter Parka,RO,C57493,136.3,CNY,70,R15
28.10.2011,14.08.2011,ES,P4583,Heavy-Duty Parka,VO,C82935,707.38,USD,68,R41
13.02.2009,15.07.2011,FI,P9801,Heavy-Duty Parka,VO,C59599,285.45,INR,69,R21
30.10.2009,06.05.2009,NO,P4569,Waterproof Parka,VO,C59724,519.66,CNY,61,R2
29.10.2011,07.03.2010,IT,P3372,Heavy-Duty Parka,VO,C65532,654.87,JPY,2,R44
30.11.2011,01.07.2009,DE,P5603,Lightweight Parka,RO,C43884,203.05,EUR,71,R44
10.07.2010,08.08.2009,IT,P4192,Lightweight Parka,VO,C17336,981.1,CNY,72,R28
25.11.2010,28.03.2011,FR,P4828,Winter Parka,RO,C80428,545.37,CNY,91,R16
18.07.2010,14.12.2009,IT,P1373,Lightweight Parka,RO,C56951,22.71,EUR,7,R29
30.01.2010,27.05.2010,DE,P1227,Waterproof Parka,VO,C12028,207.02,JPY,55,R3
04.04.2011,09.09.2009,SE,P6143,Winter Parka,RO,C93680,158.97,INR,74,R18
30.04.2011,22.12.2009,NO,P6384,Winter Parka,VO,C34640,995.87,EUR,3,R31
17.03.2010,16.11.2010,FI,P7165,Heavy-Duty Parka,VO,C17252,233.59,USD,70,R48
08.09.2009,04.09.2011,FR,P3106,Heavy-Duty Parka,RO,C23798,993.39,JPY,31,R6
01.08.2010,26.09.2009,NO,P6238,Winter Parka,VO,C29223,630.12,JPY,24,R23
07.09.2010,29.11.2009,RU,P6278,Waterproof Parka,VO,C36584,50.95,CNY,50,R16
25.05.2009,19.05.2009,FI,P6456,Lightweight Parka,RO,C86546,795.73,USD,29,R5
31.08.2010,17.09.2009,IT,P5822,Heavy-Duty Parka,VO,C23686,69.25,INR,75,R48
04.07.2011,08.10.2011,DE,P5850,Winter Parka,VO,C44834,294.69,EUR,5,R13
25.06.2009,13.10.2010,FR,P3714,Winter Parka,RO,C14662,335.5,JPY,88,R40
13.01.2011,14.02.2009,NL,P4797,Heavy-Duty Parka,VO,C31949,500.42,EUR,47,R41
18.07.2011,16.10.2010,PL,P4278,Winter Parka,VO,C97341,834.79,JPY,2,R48
23.12.2009,20.11.2010,FR,P1534,Lightweight Parka,VO,C62027,805.34,EUR,53,R7
12.11.2011,14.07.2011,FR,P2805,Lightweight Parka,RO,C14804,977.43,INR,57,R39
23.02.2011,28.12.2010,ES,P1367,Winter Parka,RO,C85012,536.37,CNY,18,R10
07.11.2009,06.01.2009,RU,P5119,Heavy-Duty Parka,RO,C87068,432.49,EUR,79,R41
13.04.2009,19.04.2011,SE,P4467,Waterproof Parka,VO,C87090,369.45,INR,90,R38
04.12.2010,10.05.2009,NO,P9235,Lightweight Parka,VO,C71351,950.09,INR,69,R6
05.10.2010,04.02.2010,ES,P3840,Winter Parka,VO,C18526,538.86,JPY,57,R28
24.03.2011,09.06.2010,NL,P7356,Heavy-Duty Parka,RO,C22193,214.63,EUR,82,R38
03.09.2011,20.06.2010,NO,P8452,Lightweight Parka,RO,C36092,615.42,EUR,69,R28
06.05.2009,31.05.2011,PL,P2641,Lightweight Parka,VO,C90417,674.61,EUR,31,R38
18.05.2011,07.09.2010,FR,P7140,Winter Parka,VO,C97674,162.26,INR,15,R35
31.12.2011,23.01.2009,FR,P1334,Lightweight Parka,RO,C46376,701.01,USD,45,R11
07.03.2010,05.04.2010,FR,P6645,Heavy-Duty Parka,VO,C22525,403.28,JPY,79,R13
06.10.2009,21.02.2010,SE,P8665,Lightweight Parka,VO,C45744,148.68,INR,86,R36
17.02.2011,23.02.2011,IT,P7325,Waterproof Parka,RO,C66851,85.54,EUR,84,R8
09.10.2009,12.09.2011,SE,P4604,Heavy-Duty Parka,VO,C46021,226.79,USD,35,R18
22.12.2011,04.06.2009,SE,P4397,Winter Parka,VO,C96399,709.0,JPY,39,R38
12.12.2011,21.05.2010,RU,P4411,Heavy-Duty Parka,VO,C56133,978.1,USD,74,R31
22.12.2009,19.04.2011,PL,P1809,Lightweight Parka,VO,C82766,954.85,USD,95,R26
19.08.2011,19.06.2010,FI,P8104,Winter Parka,RO,C13835,231.15,JPY,13,R5
03.03.2011,24.03.2010,FR,P8508,Heavy-Duty Parka,VO,C45070,922.77,CNY,8,R29
26.07.2010,01.11.2010,ES,P2534,Lightweight Parka,RO,C13931,410.19,USD,71,R6
28.07.2011,21.04.2010,FR,P6973,Winter Parka,VO,C12362,183.24,CNY,67,R32
12.11.2009,27.04.2011,PL,P9036,Waterproof Parka,VO,C43148,466.35,INR,97,R21
03.02.2009,27.11.2010,NO,P1401,Lightweight Parka,RO,C23011,788.87,USD,44,R1
09.10.2009,23.08.2011,NO,P2055,Heavy-Duty Parka,RO,C14952,970.04,USD,31,R24
17.07.2009,14.12.2009,NL,P4749,Winter Parka,RO,C45128,305.58,USD,15,R39
10.11.2010,01.04.2009,NO,P6973,Winter Parka,RO,C78170,12.52,EUR,31,R30
17.03.2010,23.10.2011,IT,P7983,Heavy-Duty Parka,VO,C58499,377.5,USD,29,R3
04.11.2011,14.01.2011,NL,P8958,Lightweight Parka,VO,C53463,848.6,JPY,92,R35
24.04.2010,11.04.2009,DE,P5521,Heavy-Duty Parka,VO,C22200,162.38,INR,79,R40
13.02.2009,19.09.2010,NO,P8698,Waterproof Parka,RO,C30933,511.55,CNY,37,R50
25.06.2009,24.08.2011,PL,P9476,Lightweight Parka,VO,C20965,430.7,EUR,88,R18
18.09.2011,10.06.2011,DE,P7086,Waterproof Parka,VO,C46999,218.26,EUR,31,R12
28.04.2010,19.11.2010,FR,P2874,Winter Parka,VO,C33309,69.03,INR,17,R16
30.03.2011,30.10.2010,RU,P6149,Waterproof Parka,RO,C97302,526.66,JPY,4,R17
15.07.2011,04.03.2009,NL,P3413,Heavy-Duty Parka,VO,C25545,991.77,INR,38,R1
05.02.2009,07.12.2010,NO,P4325,Heavy-Duty Parka,RO,C18761,646.22,JPY,97,R35
26.09.2011,08.08.2010,RU,P1550,Heavy-Duty Parka,VO,C91859,251.27,INR,4,R25
08.08.2010,10.07.2011,ES,P4861,Winter Parka,RO,C10917,492.93,JPY,81,R41
23.06.2011,28.05.2010,FR,P2940,Heavy-Duty Parka,RO,C75407,217.49,EUR,16,R9
31.03.2009,28.02.2011,PL,P6755,Lightweight Parka,RO,C17877,580.45,CNY,87,R44
28.01.2011,09.02.2010,SE,P9628,Heavy-Duty Parka,VO,C11700,65.2,USD,41,R37
28.03.2009,03.04.2009,PL,P3181,Lightweight Parka,RO,C35929,854.82,USD,98,R41
02.10.2010,23.10.2010,SE,P5659,Lightweight Parka,RO,C47700,668.4,CNY,63,R5
22.04.2011,02.03.2010,NL,P2036,Winter Parka,RO,C20217,848.1,EUR,26,R40
20.02.2009,19.04.2009,NO,P7946,Heavy-Duty Parka,VO,C86923,176.1,CNY,72,R26
25.05.2011,23.05.2009,NO,P1310,Lightweight Parka,RO,C31675,973.2,INR,23,R26
30.10.2009,15.10.2009,ES,P1135,Waterproof Parka,VO,C74116,123.67,USD,27,R19
13.03.2011,24.11.2009,DE,P8078,Heavy-Duty Parka,VO,C15439,588.16,CNY,28,R3
30.08.2011,25.11.2010,NL,P7268,Heavy-Duty Parka,VO,C41495,68.77,USD,5,R43
17.12.2009,02.04.2011,RU,P4176,Heavy-Duty Parka,RO,C52900,883.09,INR,64,R24
29.05.2009,26.06.2011,FI,P5758,Heavy-Duty Parka,VO,C37748,742.2,JPY,11,R2
06.03.2009,23.01.2009,NL,P5228,Winter Parka,VO,C25411,995.88,JPY,28,R28
23.02.2009,14.07.2010,SE,P7040,Waterproof Parka,RO,C28765,806.86,INR,40,R5
22.12.2009,20.10.2010,FI,P5960,Heavy-Duty Parka,RO,C39419,333.0,USD,6,R9
13.05.2011,13.05.2009,PL,P1825,Heavy-Duty Parka,VO,C26523,932.75,JPY,19,R30
01.03.2009,26.05.2010,DE,P4984,Waterproof Parka,RO,C40634,81.33,EUR,65,R16
22.09.2010,16.06.2010,FR,P7760,Waterproof Parka,RO,C45097,427.26,INR,97,R40
10.03.2011,26.04.2011,FI,P8492,Winter Parka,VO,C86198,399.56,JPY,92,R42
23.11.2009,18.08.2009,SE,P1281,Winter Parka,VO,C10634,865.94,JPY,55,R9
03.07.2011,27.12.2009,FI,P6507,Lightweight Parka,VO,C42200,750.05,INR,29,R33
15.05.2009,23.10.2009,PL,P8427,Winter Parka,RO,C51476,100.45,EUR,58,R45
23.03.2010,01.06.2009,IT,P5931,Heavy-Duty Parka,VO,C30531,394.02,CNY,70,R38
12.07.2011,24.05.2011,FR,P7191,Lightweight Parka,RO,C59119,208.59,CNY,56,R43
30.01.2009,06.09.2011,IT,P8978,Winter Parka,VO,C26247,175.9,CNY,97,R26
03.12.2009,20.08.2009,FI,P1901,Winter Parka,RO,C48908,683.56,CNY,72,R14
29.01.2010,03.09.2009,PL,P9739,Waterproof Parka,VO,C29766,697.57,JPY,42,R16
30.10.2011,12.08.2009,PL,P1568,Winter Parka,VO,C84404,331.79,JPY,49,R13
08.03.2011,19.01.2011,RU,P1828,Winter Parka,RO,C63566,835.23,CNY,52,R32
14.07.2010,30.05.2011,ES,P4946,Winter Parka,VO,C47800,41.04,INR,1,R15
31.12.2009,08.09.2009,DE,P7352,Winter Parka,RO,C92067,628.21,CNY,30,R38
02.06.2009,05.06.2010,DE,P9150,Winter Parka,VO,C20640,246.85,EUR,91,R20
26.01.2010,09.04.2011,SE,P6340,Waterproof Parka,RO,C23470,972.65,JPY,46,R24
10.03.2011,15.10.2010,FR,P2365,Waterproof Parka,VO,C62235,558.69,CNY,3,R17
11.09.2009,22.06.2011,SE,P8282,Lightweight Parka,RO,C92534,32.58,USD,58,R29
08.09.2011,29.06.2009,RU,P3548,Winter Parka,VO,C89519,32.27,EUR,22,R50
30.05.2011,15.04.2011,PL,P6423,Waterproof Parka,RO,C63700,598.1,INR,52,R10
14.03.2011,21.09.2010,FR,P1909,Winter Parka,RO,C42072,624.78,EUR,35,R8
08.11.2009,18.08.2009,PL,P9316,Winter Parka,VO,C17739,785.84,USD,51,R30
24.01.2010,13.12.2010,PL,P3196,Heavy-Duty Parka,VO,C74879,349.41,INR,92,R40
05.10.2010,11.01.2009,SE,P6281,Heavy-Duty Parka,RO,C78644,586.39,JPY,62,R21
04.05.2010,10.04.2011,DE,P4027,Heavy-Duty Parka,RO,C69639,610.2,EUR,8,R42
27.08.2010,30.07.2009,FR,P9485,Lightweight Parka,RO,C97923,487.34,JPY,28,R45
17.02.2011,25.07.2009,IT,P2659,Winter Parka,RO,C46638,40.49,EUR,23,R23
06.03.2009,06.04.2010,RU,P8490,Heavy-Duty Parka,RO,C22876,861.77,JPY,92,R28
04.12.2010,16.06.2009,IT,P3822,Lightweight Parka,VO,C52390,166.41,EUR,49,R50
10.12.2009,28.10.2011,ES,P2875,Waterproof Parka,VO,C78482,807.05,INR,68,R11
08.10.2011,16.09.2010,ES,P2702,Heavy-Duty Parka,RO,C68019,108.01,EUR,32,R20
18.04.2009,02.01.2009,FR,P9357,Waterproof Parka,RO,C28984,596.83,JPY,27,R41
20.02.2009,15.10.2009,RU,P2593,Lightweight Parka,RO,C82482,441.34,USD,63,R34
19.08.2010,14.01.2009,ES,P9326,Lightweight Parka,VO,C17832,985.52,INR,60,R14
28.12.2009,07.01.2011,ES,P4907,Waterproof Parka,RO,C97316,953.99,CNY,90,R23
10.09.2009,05.01.2009,ES,P7785,Lightweight Parka,RO,C79654,834.34,JPY,63,R24
04.05.2010,04.11.2010,FR,P3285,Winter Parka,RO,C97147,985.09,EUR,69,R41
22.12.2010,18.05.2010,ES,P7194,Winter Parka,VO,C50430,38.58,JPY,53,R45
26.08.2009,19.10.2011,NL,P4675,Heavy-Duty Parka,RO,C10717,963.39,EUR,14,R18
07.02.2011,21.09.2010,DE,P3438,Waterproof Parka,RO,C23447,862.19,CNY,40,R29
26.09.2009,21.02.2010,FI,P6448,Waterproof Parka,RO,C16891,529.85,USD,5,R41
19.12.2010,08.12.2011,NO,P5610,Waterproof Parka,VO,C17211,55.45,JPY,91,R17
